schema_version,study_id,study_config_hash,cell_id,cell_index,config_hash,seed,checkpoint_index,step,num_concepts,memory_size,d_model,num_layers,num_heads,ffn_width,optimizer,learning_rate,momentum,steps,batch_size,weight_decay,eval_batch_size,loss,accuracy,value_flip_effect,target_key_effect,embedding_effective_rank,qk_frobenius_norms,ov_frobenius_norms,checkpoint_path,snapshot_path
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,0,0,0,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,1.3155274391174316,0.4857177734375,-0.015454795211553574,-0.009267673827707767,6.28398323059082,"[1.6375641822814941,1.3965766429901123,1.1061797142028809,1.8137634992599487,1.0599634647369385,1.8916634321212769,1.173534631729126,0.9693911671638489]","[2.4398841857910156,1.7088288068771362,1.751247525215149,1.5083787441253662,1.1364253759384155,1.6645487546920776,1.01638925075531,1.2944109439849854]",seeds/cell-000-0c255ed37d74/seed-0/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-0/snapshots/step-000000.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,0,1,100,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.5601805448532104,0.80078125,0.44016098976135254,0.4496696889400482,5.218325138092041,"[1.611642837524414,1.9270133972167969,1.2198439836502075,1.7307497262954712,1.1684386730194092,1.8792524337768555,1.3129693269729614,1.0412994623184204]","[2.5101747512817383,1.7286231517791748,1.7665385007858276,1.266903281211853,1.2012079954147339,1.7437264919281006,1.0462007522583008,1.3660635948181152]",seeds/cell-000-0c255ed37d74/seed-0/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-0/snapshots/step-000100.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,0,2,200,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.23251724243164062,0.928466796875,0.7754461765289307,0.7974364757537842,4.358245372772217,"[2.099816083908081,2.6651628017425537,1.5983189344406128,1.7647706270217896,1.5433391332626343,1.8893109560012817,1.316638469696045,1.33437180519104]","[2.6177756786346436,2.007439136505127,1.7022628784179688,1.1291694641113281,1.095905065536499,1.6579474210739136,0.9881085157394409,1.3708593845367432]",seeds/cell-000-0c255ed37d74/seed-0/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-0/snapshots/step-000200.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,0,3,400,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.05557410418987274,0.98486328125,0.9445783495903015,0.9614548683166504,3.927659034729004,"[2.605619430541992,3.2893259525299072,2.127354860305786,1.833616852760315,1.8462944030761719,1.931380271911621,1.4139587879180908,1.679553508758545]","[2.743147611618042,2.4198031425476074,1.700512409210205,1.0707345008850098,1.0467250347137451,1.692999243736267,1.0702570676803589,1.3582868576049805]",seeds/cell-000-0c255ed37d74/seed-0/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-0/snapshots/step-000400.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,0,4,800,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.012602434493601322,0.9971923828125,0.9838120937347412,0.9977670907974243,3.7892069816589355,"[3.0001087188720703,3.597466230392456,2.45408034324646,1.8140075206756592,2.0430409908294678,1.8258357048034668,1.7645663022994995,1.9297305345535278]","[2.9126346111297607,2.4599568843841553,1.8923314809799194,1.190513253211975,1.1616876125335693,1.9521428346633911,1.236541509628296,1.339501142501831]",seeds/cell-000-0c255ed37d74/seed-0/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-0/snapshots/step-000800.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,0,5,1200,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.0057778675109148026,0.9986572265625,0.9948931336402893,1.0073988437652588,3.7085821628570557,"[3.183103084564209,3.7868199348449707,2.701991081237793,1.7147243022918701,2.0459976196289062,1.7214512825012207,1.9807379245758057,2.017592191696167]","[2.9330241680145264,2.5687735080718994,1.967761754989624,1.2721847295761108,1.265311598777771,2.0197699069976807,1.4055273532867432,1.4660842418670654]",seeds/cell-000-0c255ed37d74/seed-0/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-0/snapshots/step-001200.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,0,6,1600,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.003680337220430374,0.9991455078125,0.992998480796814,1.0045785903930664,3.6930410861968994,"[3.291860580444336,3.9328243732452393,2.97410249710083,1.6660423278808594,2.0167622566223145,1.6975988149642944,2.124776840209961,2.0835821628570557]","[3.0309765338897705,2.5899441242218018,2.0206406116485596,1.41861093044281,1.373622179031372,2.1095056533813477,1.4946720600128174,1.5678216218948364]",seeds/cell-000-0c255ed37d74/seed-0/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-0/snapshots/step-001600.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,1,0,0,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,1.1274704933166504,0.5531005859375,0.09848075360059738,0.1244703084230423,6.071922779083252,"[1.8720084428787231,1.199257254600525,0.8916478753089905,1.9118751287460327,1.0261657238006592,0.7961337566375732,1.6118031740188599,1.442317008972168]","[1.1715794801712036,1.5602539777755737,1.4316904544830322,1.254517674446106,1.641514539718628,1.2905488014221191,1.6594152450561523,1.7668637037277222]",seeds/cell-000-0c255ed37d74/seed-1/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-1/snapshots/step-000000.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,1,1,100,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.5842525362968445,0.78955078125,0.4123106598854065,0.40367913246154785,5.333641052246094,"[1.9674956798553467,1.0384119749069214,0.9085208177566528,2.0927796363830566,1.3613591194152832,1.2387003898620605,1.8350646495819092,1.4941703081130981]","[1.2742332220077515,1.4128321409225464,1.2270084619522095,1.2960178852081299,1.5770355463027954,1.48277747631073,1.6753346920013428,1.9447828531265259]",seeds/cell-000-0c255ed37d74/seed-1/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-1/snapshots/step-000100.pt
1,scaling-crosstalk-extension-adamw-10seeds-v1,ea97cc74342c67deae8ab5fbd4a2a98a46e6c42606096b6465394023b0a9da78,cell-000-0c255ed37d74,0,0c255ed37d748d77dd5c608dace8fd7571f4be5540aa9a8938dc68c6f674ea5d,1,2,200,32,4,8,2,4,,adamw,0.003,0.0,1600,512,0.0,8192,0.27904731035232544,0.91748046875,0.7302488684654236,0.7106858491897583,4.145903587341309,"[2.0061562061309814,1.1620317697525024,1.4256314039230347,2.420820713043213,1.6481066942214966,2.0473313331604004,2.4207589626312256,1.9275275468826294]","[1.2656617164611816,1.3307383060455322,0.9826728701591492,1.2265506982803345,1.3395805358886719,1.7164143323898315,1.6558469533920288,1.9906567335128784]",seeds/cell-000-0c255ed37d74/seed-1/checkpoint.pt,seeds/cell-000-0c255ed37d74/seed-1/snapshots/step-000200.pt
