alignment,analysis_status,arm_name,cell_id,coordinate_system,effective_rank,frobenius_norm,group,raw_parameter_count,relative_drift,seed,step,trace
0.9999999999991538,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,7.066531606383961,1.0870966851502217,full,865,0.0,100,0,2.889823539390772
0.9999999999995609,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,5.1949094308421655,1.5088981814257494,E,320,0.0,100,0,3.4391326348148787
0.9999999999953171,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,9.889584413890454,0.46210640019680604,QK,256,0.0,100,0,1.4532187894646045
0.999999999999229,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,5.405672578965509,1.1390294461586674,OV,256,0.0,100,0,2.648255116884112
0.999999999999985,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.1360848759438684,8.201185303668014,readout,17,0.0,100,0,14.523474575877637
0.2915344493958929,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.290309914239395,0.26452879725326195,full,865,0.9577738984843349,100,800,0.47983437836221765
0.149989624310601,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.1089753954905794,0.10242984188752177,E,320,0.9920909576006076,100,800,0.18060723542132334
0.1263468970089928,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.012745164128791,0.08734159895157646,QK,256,0.9939631880283478,100,800,0.15160109468479227
0.27149272145917425,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,4.724558258448047,0.1527756832138959,OV,256,0.9721937990779749,100,800,0.3320739735413173
0.29678506564244284,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.5624836517823453,10.506441965185031,readout,17,1.371412171566644,100,800,13.132983751661627
0.22231842269793092,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.364447256344361,0.22699237591577442,full,865,0.9750677427063374,100,3200,0.2651487883148609
0.5214488618384332,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,6.359374581581401,0.0016703373586889263,E,320,0.9994232069466987,100,3200,0.004212224169867852
0.27605785972779934,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,6.780387593334738,0.0009812780811735923,QK,256,0.999415878039079,100,3200,0.002555168729608237
0.24703501937051445,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.4205219017831303,0.023976635694344998,OV,256,0.9950089959652875,100,3200,0.03730291350735773
0.25180936670505294,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.3067325701383352,11.192613263535904,readout,17,1.4748699189813161,100,3200,12.794545288604631
0.2155575482511355,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.2877102851837123,0.22236000511355256,full,865,0.9765532363288767,100,6400,0.2523281813906234
0.48881199180998147,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,5.827595372749775,0.00029635375323542966,E,320,0.9999040100117317,100,6400,0.000715414271057243
0.2972282677320864,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,5.7028243107184915,0.00011187341473015154,QK,256,0.9999280693874877,100,6400,0.000267170953142173
0.28832878970556053,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.8833401703490136,0.003234520302887753,OV,256,0.9991849279035898,100,6400,0.0054923454307122975
0.2471781848209631,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.2776505613214253,11.267538726971619,readout,17,1.4860638698772346,100,6400,12.736060237747463
0.9999999999991447,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,4.313548180113912,1.081290655555196,full,865,0.0,101,0,2.24574156157652
0.9999999999994269,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.359105114592485,1.320797089599743,E,320,0.0,101,0,2.4207386282592096
0.999999999979568,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,6.236319890628226,0.2212295187468407,QK,256,0.0,101,0,0.5524681764905376
0.9999999999994394,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,4.3260464810441634,1.3356454779295286,OV,256,0.0,101,0,2.77802908793056
0.9999999999999906,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.2491576142869185,10.296168580393958,readout,17,0.0,101,0,15.44136148483269
0.35304573970566294,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,4.508745656930885,0.8942965302598611,full,865,1.048833627303009,101,800,1.8989320050244787
0.2665516902158096,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.3028150603456865,1.1749760194500338,E,320,1.1476648500976208,101,800,2.135360137491258
0.3165567877843404,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.3978840614294388,0.5117834426748932,QK,256,2.210659060493454,101,800,0.9433883516292818
0.31186455654152445,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,4.110820015263654,0.7827720943335154,OV,256,0.9889009864575043,101,800,1.5870827303809718
0.31519958516390845,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.0285208274266036,9.757487784951262,readout,17,1.1404746854531567,101,800,13.897214212956552
0.24119539270466742,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.5825006607425791,0.22444062481441657,full,865,0.9710590242023764,101,3200,0.28234065576307654
0.7170569315292403,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.6985742174518417,0.010145961390349713,E,320,0.9945062001213482,101,3200,0.016667113419151187
0.4312734007398233,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,7.964682428955079,0.0005532842287871922,QK,256,0.9989239547023778,101,3200,0.0015614685174590124
0.19986724976328474,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.7702595133845223,0.06485633949530677,OV,256,0.9914371167628161,101,3200,0.10794751792423092
0.16804682137193097,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.3421751196169027,10.698959725537929,readout,17,1.3154959519101599,101,3200,12.394988969930202
0.21361705343160362,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.3367354125113637,0.22746612643799755,full,865,0.9769228873459391,101,6400,0.2629901354300741
0.7529134696352323,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.9006441209058824,0.0018137233381644968,E,320,0.9989665052889275,101,6400,0.0030890030112180776
0.29119551858167336,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,6.234932573681474,0.00018883451240737464,QK,256,0.9997517781974221,101,6400,0.0004715234991415446
0.18628868329175718,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.7627043097938664,0.015442206060145437,OV,256,0.9979108568408103,101,6400,0.025667084883956477
0.149500687877871,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.2825490980388354,11.414505070527765,readout,17,1.3775170371275216,101,6400,12.926890949895576
0.9999999999998095,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.23512694245167,2.289863069273195,full,865,0.0,102,0,4.118652737635713
0.9999999999997313,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.9729789772941277,1.9293706863322757,E,320,0.0,102,0,3.8456858947496553
0.9999999999901198,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,9.597046027182834,0.31814026557467356,QK,256,0.0,102,0,0.9855698926260394
0.9999999999999489,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.1525984755564616,4.42946310607212,OV,256,0.0,102,0,6.498791486913432
0.9999999999999883,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.6680032151829196,9.245037375440614,readout,17,0.0,102,0,15.100865713181385
0.2882894809986828,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.0295922539844033,0.35746770923242643,full,865,0.9666234609565001,102,800,0.6221984259489487
0.14885022349451826,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.8977814423261656,0.2859864509172836,E,320,0.9888599487919256,102,800,0.3939749018118946
0.30183324536888917,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.5066608315843608,0.24351803109092549,QK,256,1.0601085273380346,102,800,0.29890891820834764
0.21156025884965327,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.9625337171721418,0.27626113407112074,OV,256,0.9886861443282584,102,800,0.4755010072198722
0.28875209526386186,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.6359206184181672,8.85445805879912,readout,17,1.1679828024805676,102,800,11.325127451170736
0.2490821028637288,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.5566040102678453,0.1762700671048876,full,865,0.9836553155331642,102,3200,0.2199214763728503
0.37874753279706014,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,6.6179675837281975,0.00374089383819934,E,320,0.9992672503846715,102,3200,0.009623603400670437
0.5041048119989117,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,6.60965813388196,0.0017462903170628076,QK,256,0.9972442072054241,102,3200,0.004489583113064967
0.11970300161823258,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.7368785420504735,0.05963402853465751,OV,256,0.9984779022835779,102,3200,0.07859209644693553
0.2505831269806775,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.4456651879006326,8.09313585181403,readout,17,1.1522188569709324,102,3200,9.730848076074427
0.24063107218747445,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.4155540398259778,0.16397958985482924,full,865,0.9852230415228072,102,6400,0.1950980922014527
0.16590282546980098,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,3.1323057975325486,0.0015877553451085025,E,320,0.9998638013511119,102,6400,0.0028100609947665552
0.22258495949214027,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.6657109244636668,0.000742641634572223,QK,256,0.9994830060441506,102,6400,0.0012125124677393676
0.15422603638117324,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,2.4278840524944845,0.005937716052522485,OV,256,0.9997941365617414,102,6400,0.009251952677710907
0.23641374216471991,exploratory,hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,raw_trainable_parameters,1.3825437241866299,8.25425038172223,readout,17,1.1726002584245898,102,6400,9.705481275579853
0.9999999999991538,exploratory,hard-factorized-cosine-6400,hard-factorized-cosine-6400-14c47274dde1,raw_trainable_parameters,7.066531606383961,1.0870966851502217,full,865,0.0,100,0,2.889823539390772
0.9999999999995609,exploratory,hard-factorized-cosine-6400,hard-factorized-cosine-6400-14c47274dde1,raw_trainable_parameters,5.1949094308421655,1.5088981814257494,E,320,0.0,100,0,3.4391326348148787
0.9999999999953171,exploratory,hard-factorized-cosine-6400,hard-factorized-cosine-6400-14c47274dde1,raw_trainable_parameters,9.889584413890454,0.46210640019680604,QK,256,0.0,100,0,1.4532187894646045
